Category	ID	Term	Genes	adj_pval
BP	GO:0042552	myelination	Cntn2,Omg,Tppp,Sox10,Tnfrsf21,Epb41l3,Myrf,Abca2,Mal,Tspan2,Ugt8a,Hes5,Mag,Pllp,Fa2h,Trf,Plp1	8.13007621842739E-06
BP	GO:1904816	positive regulation of protein localization to chromosome, telomeric region	Cct4,Cct5,Cct8,Tcp1,Cct7,Dkc1	1.27586719560109E-05
BP	GO:0021782	glial cell development	Cntn2,Omg,Tppp,Sox10,Myrf,Abca2,Mal,Phgdh,Tspan2,Hes5,Mag,Fa2h,Cspg5,Plp1	1.43704437410185E-05
BP	GO:1904814	regulation of protein localization to chromosome, telomeric region	Cct4,Cct5,Cct8,Tcp1,Cct7,Dkc1	2.01301050392891E-05
BP	GO:0010001	glial cell differentiation	Cntn2,Aspa,Omg,Cnp,Tppp,Enpp2,Sox10,Tnfrsf21,Myrf,Il33,Opalin,Abca2,Mal,Phgdh,Tspan2,Hes5,Mag,Fa2h,Cspg5,Plp1	2.48744358147909E-05
BP	GO:0070199	establishment of protein localization to chromosome	Cct4,Nipbl,Cct5,Cct8,Tcp1,Cct7,Dkc1	4.82310868582677E-05
BP	GO:0051276	chromosome organization	Rrs1,Tpr,Morc2a,Cct4,Ube2b,Ctc1,Zfp207,Top2a,Pum2,Ccnb1,Acin1,Nipbl,Cct5,Chmp2b,Cct8,Tcp1,Akap8l,Hsp90ab1,Esco1,Eml3,Smc3,Top1,Fbxw7,Cct7,Atf7ip,Naa10,Dkc1,Smc1a	7.136282542826E-05
BP	GO:0070200	establishment of protein localization to telomere	Cct4,Cct5,Cct8,Tcp1,Cct7,Dkc1	9.98166454272232E-05
BP	GO:1903829	positive regulation of protein localization	Ptgs2,Tpr,Glul,Gja1,Ank3,Cct4,Hnrnpk,Cct5,Ptp4a3,Cct8,Tcp1,Hnrnpm,Hsp90ab1,Tnfaip6,Il1a,Prnp,Ppid,Fbxw7,Syt11,Gpsm2,Rufy3,Dynll1,Cct7,Edem1,Clip3,Pls1,Dkc1	0.000128016376690919
BP	GO:0099612	protein localization to axon	Cntn2,Ank3,Epb41l3,Mal,Ugt8a	0.000133091148881656
BP	GO:1902904	negative regulation of supramolecular fiber organization	Tmeff2,Map2,Ssh2,Map1b,Tubb4a,Gsn,Stmn1,Ctnna2,Fkbp4,Apoe,Clip3,Hspa8,Cryab,Tmod2,Shroom2	0.000145471803298118
BP	GO:0031647	regulation of protein stability	Hspd1,Cct4,Irgm1,Ube2b,Ncor1,Zfp207,Cct5,Senp2,Cct8,Tcp1,Hsp90ab1,Cdc37l1,Gsn,Prnp,Fbxw7,Cct7,Atf7ip,Insc,Hspa8,Cryab	0.000211422973489641
BP	GO:0070507	regulation of microtubule cytoskeleton organization	Map2,Tpr,Tppp,Map1b,Stmn4,Slain1,Chmp2b,Tubb4a,Eml3,Gpsm2,Stmn1,Hsph1,Fkbp4,Clip3	0.000233282481193112
BP	GO:0042063	gliogenesis	Cntn2,Aspa,Omg,Cnp,Tppp,Enpp2,Sox10,Etv5,Tnfrsf21,Myrf,Il33,Opalin,Abca2,Mal,Phgdh,Tspan2,Hes5,Mag,Fa2h,Trf,Cspg5,Plp1	0.000248883890947011
BP	GO:1904951	positive regulation of establishment of protein localization	Ptgs2,Tpr,Glul,Gja1,Ank3,Cct4,Cct5,Ptp4a3,Cct8,Tcp1,Hnrnpm,Hsp90ab1,Il1a,Prnp,Ppid,Fbxw7,Rufy3,Dynll1,Cct7,Edem1,Dkc1	0.000248883890947011
BP	GO:0046785	microtubule polymerization	Map2,Csnk1d,Tppp,Map1b,Slain1,Tubb4a,Stmn1,Fkbp4,Clip3,Tppp3	0.000299180581678825
BP	GO:0010639	negative regulation of organelle organization	Tmeff2,Map2,Tpr,Ctc1,Ssh2,Zfp207,Top2a,Map1b,Ccnb1,Nubp1,Tubb4a,Gsn,Bcl2l1,Stmn1,Ctnna2,Fkbp4,Clip3,Ccp110,Fez1,Tmod2,Naa10,Shroom2	0.000300034115521084
BP	GO:1902903	regulation of supramolecular fiber organization	Tmeff2,Map2,Ssh2,Map1b,Slain1,Rictor,Ppm1f,Tubb4a,Gsn,Lpar1,Stmn1,Ctnna2,Arpc4,Fkbp4,Apoe,Clip3,Colgalt1,Hspa8,Cryab,Tmod2,Pak3,Shroom2	0.000319151193837167
BP	GO:0050821	protein stabilization	Hspd1,Cct4,Irgm1,Ube2b,Ncor1,Zfp207,Cct5,Cct8,Tcp1,Hsp90ab1,Cdc37l1,Fbxw7,Cct7,Atf7ip,Cryab	0.000355105083182079
BP	GO:0031109	microtubule polymerization or depolymerization	Map2,Csnk1d,Tppp,Map1b,Stmn4,Slain1,Tubb4a,Stmn1,Fkbp4,Clip3,Tppp3,Cryab	0.000355105083182079
BP	GO:0031115	negative regulation of microtubule polymerization	Map2,Tubb4a,Stmn1,Fkbp4,Clip3	0.000593381959787941
BP	GO:0032271	regulation of protein polymerization	Map2,Ssh2,Tppp,Map1b,Slain1,Rictor,Tubb4a,Gsn,Stmn1,Arpc4,Fkbp4,Clip3,Tppp3,Tmod2,Pak3	0.0006248993520692
BP	GO:0140694	non-membrane-bounded organelle assembly	Rrs1,Tpr,Pwp2,Cirbp,Ncor1,Zfp207,Nle1,Csnk1d,Pum2,Chmp2b,Haus1,Eml3,Smc3,Gsn,Casq2,Gpsm2,Tia1,Ccp110,Tmod2,Pls1,Smc1a	0.000712159125868425
BP	GO:0032886	regulation of microtubule-based process	Map2,Tpr,Tppp,Map1b,Stmn4,Slain1,Nubp1,Chmp2b,Tubb4a,Eml3,Gpsm2,Stmn1,Hsph1,Fkbp4,Clip3,Chordc1,Fez1	0.0010413902743386
BP	GO:0051258	protein polymerization	Map2,Ssh2,Csnk1d,Tppp,Map1b,Slain1,Rictor,Tubb4a,Gsn,Casq2,Stmn1,Arpc4,Fkbp4,Clip3,Tppp3,Tmod2,Pak3	0.00107090402456746
BP	GO:0006986	response to unfolded protein	Hspd1,Atf3,Dnajb9,Hspa5,Hsph1,Edem1,Ppp1r15a,Ccnd1,Herpud1,Hspa8,Manf	0.00109279382802193
BP	GO:0006278	RNA-templated DNA biosynthetic process	Cct4,Ctc1,Cct5,Cct8,Tcp1,Hsp90ab1,Cct7,Dkc1	0.0011536483361054
BP	GO:0007004	telomere maintenance via telomerase	Cct4,Ctc1,Cct5,Cct8,Tcp1,Hsp90ab1,Cct7,Dkc1	0.0011536483361054
BP	GO:1901998	toxin transport	Cct4,Cct5,Cct8,Tcp1,Hspa5,Dnaja1,Cct7	0.0014659897179966
BP	GO:0070198	protein localization to chromosome, telomeric region	Cct4,Cct5,Cct8,Tcp1,Cct7,Dkc1	0.0014659897179966
BP	GO:0051494	negative regulation of cytoskeleton organization	Tmeff2,Map2,Ssh2,Map1b,Nubp1,Tubb4a,Gsn,Stmn1,Ctnna2,Fkbp4,Clip3,Tmod2,Shroom2	0.00170367364164567
BP	GO:2000573	positive regulation of DNA biosynthetic process	Cct4,Cct5,Cct8,Tcp1,Hsp90ab1,Camk2d,Cct7,Dkc1,Pak3	0.00170367364164567
BP	GO:0032210	regulation of telomere maintenance via telomerase	Cct4,Ctc1,Cct5,Cct8,Tcp1,Cct7,Dkc1	0.00213783837894158
BP	GO:2000278	regulation of DNA biosynthetic process	Gja1,Cct4,Ctc1,Cct5,Cct8,Tcp1,Hsp90ab1,Camk2d,Cct7,Dkc1,Pak3	0.00236585766439512
BP	GO:0032212	positive regulation of telomere maintenance via telomerase	Cct4,Cct5,Cct8,Tcp1,Cct7,Dkc1	0.00236585766439512
BP	GO:0007051	spindle organization	Tpr,Ncor1,Zfp207,Csnk1d,Tppp,Ccnb1,Chmp2b,Haus1,Eml3,Smc3,Gpsm2,Stmn1,Smc1a	0.00242373578391092
BP	GO:0034248	regulation of cellular amide metabolic process	Tpr,Lrrtm3,Cirbp,Shmt2,Fxr2,Pum2,Zfp36l1,Ngdn,Nsun3,Paip2,Abca2,Pdk1,Prnp,Fxr1,Dph5,Tia1,Apoe,Aplp1,Ppp1r15a,Picalm,Aars,Rbm3	0.00307847232176592
BP	GO:0007064	mitotic sister chromatid cohesion	Nipbl,Esco1,Smc3,Naa10,Smc1a	0.00328592778631595
BP	GO:0033120	positive regulation of RNA splicing	Cirbp,Srsf5,Hnrnpk,Tra2b,Tra2a,Hspa8,Rbm3	0.00330591407939304
BP	GO:0051225	spindle assembly	Tpr,Ncor1,Zfp207,Csnk1d,Chmp2b,Haus1,Eml3,Smc3,Gpsm2,Smc1a	0.00341763305779396
BP	GO:0010649	regulation of cell communication by electrical coupling	Gja1,Ank3,Casq2,Camk2d	0.00352848293176101
BP	GO:0002764	immune response-regulating signaling pathway	Hspd1,Irgm1,Irf1,Sec14l1,Pum2,Cd180,Mog,Tnfrsf21,Treml4,Cd14,Slc15a3,Prnp,Rbck1,Tifa,Sh2b2,Zc3hav1,Clec4n,Ptpn6,Cd276,Mapkapk3	0.00371783864624191
BP	GO:0031643	positive regulation of myelination	Tppp,Sox10,Myrf,Mag,Trf	0.00373342272072907
BP	GO:0048025	negative regulation of mRNA splicing, via spliceosome	Ptbp1,Hnrnpk,Acin1,Srsf7,Srsf10	0.00373342272072907
BP	GO:0035966	response to topologically incorrect protein	Hspd1,Atf3,Dnajb9,Hspa5,Hsph1,Edem1,Ppp1r15a,Ccnd1,Herpud1,Hspa8,Manf	0.00373342272072907
BP	GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	Il1rl1,Thoc1,Il33,Ifnb1,Ptpn6,Il4i1,Il4ra	0.00374821408646796
BP	GO:0031113	regulation of microtubule polymerization	Map2,Map1b,Slain1,Tubb4a,Stmn1,Fkbp4,Clip3	0.00374821408646796
BP	GO:1904358	positive regulation of telomere maintenance via telomere lengthening	Cct4,Cct5,Cct8,Tcp1,Cct7,Dkc1	0.00376032293121512
BP	GO:0072594	establishment of protein localization to organelle	Hspd1,Ptgs2,Tpr,Cct4,Kpna3,Nipbl,Cct5,Apod,Cct8,Tcp1,Hsp90ab1,Hspa5,Nup35,Pex5l,Fbxw7,Dnaja1,Cct7,Edem1,Herpud1,Hspa8,Dkc1	0.00381477350447545
BP	GO:0000819	sister chromatid segregation	Rrs1,Tpr,Zfp207,Top2a,Ccnb1,Nipbl,Chmp2b,Akap8l,Esco1,Eml3,Smc3,Fbxw7,Naa10,Smc1a	0.00381477350447545
BP	GO:0010833	telomere maintenance via telomere lengthening	Cct4,Ctc1,Cct5,Cct8,Tcp1,Hsp90ab1,Cct7,Dkc1	0.00383944638451189
BP	GO:0032288	myelin assembly	Tppp,Epb41l3,Abca2,Ugt8a,Mag	0.00408043715367547
BP	GO:0042026	protein refolding	Hspd1,Hspa5,Dnaja1,Hspa8,Cryab	0.00408043715367547
BP	GO:1904356	regulation of telomere maintenance via telomere lengthening	Cct4,Ctc1,Cct5,Cct8,Tcp1,Cct7,Dkc1	0.00485581337179834
BP	GO:0002820	negative regulation of adaptive immune response	Il1rl1,Thoc1,Il33,Ifnb1,Ptpn6,Il4i1,Il4ra	0.00600706133465438
BP	GO:0006403	RNA localization	Tpr,Cct4,Zfp36l1,Senp2,Tcp1,Srsf3,Akap8l,Srsf7,Thoc1,Nxf1,Nup35,Dkc1	0.00639334844737036
BP	GO:0032272	negative regulation of protein polymerization	Map2,Ssh2,Tubb4a,Gsn,Stmn1,Fkbp4,Clip3,Tmod2	0.00685356907957141
BP	GO:0043687	post-translational protein modification	Irgm1,Ube2b,Esco1,Abca2,Lcmt2	0.00691210446622899
BP	GO:0031641	regulation of myelination	Tppp,Sox10,Tnfrsf21,Myrf,Hes5,Mag,Trf	0.00699572179840033
BP	GO:0044091	membrane biogenesis	Ank3,Chmp2b,Syt11,Ugcg,Ptprd,Clip3,Picalm	0.00699572179840033
BP	GO:0051656	establishment of organelle localization	Rrs1,Map2,Ltv1,Ube2b,Map1b,Ccnb1,Nop9,Chmp2b,Eml3,Ptgds,Arfgap2,Syt11,Gpsm2,Fgr,Kif1b,Picalm,Insc,Il4ra,Wdr11,Fez1,Shroom2	0.00738103288827086
BP	GO:0043254	regulation of protein-containing complex assembly	Map2,Irgm1,Ssh2,Tppp,Map1b,Slain1,Rictor,Tubb4a,Gsn,Stmn1,Arpc4,Fkbp4,Atf7ip,Apoe,Clip3,Tppp3,Ncam1,Cryab,Tmod2,Pak3	0.00754911353212772
BP	GO:0002221	pattern recognition receptor signaling pathway	Hspd1,Irgm1,Irf1,Sec14l1,Pum2,Cd180,Treml4,Cd14,Slc15a3,Tifa,Zc3hav1,Mapkapk3	0.00767042252119864
BP	GO:0033119	negative regulation of RNA splicing	Ptbp1,Hnrnpk,Acin1,Srsf7,Srsf10	0.00768928113513998
BP	GO:0046394	carboxylic acid biosynthetic process	Ptgs2,Glul,Shmt2,Mcat,Psat1,Aldh18a1,Ptgds,Gatm,Phgdh,Gstm7,Acot7,Tbxas1,Alox5,Fa2h,Elovl4,Plp1	0.00786355793145011
BP	GO:0016053	organic acid biosynthetic process	Ptgs2,Glul,Shmt2,Mcat,Psat1,Aldh18a1,Ptgds,Gatm,Phgdh,Gstm7,Acot7,Tbxas1,Alox5,Fa2h,Elovl4,Plp1	0.00799890330642442
BP	GO:2001252	positive regulation of chromosome organization	Tpr,Morc2a,Cct4,Cct5,Cct8,Tcp1,Cct7,Atf7ip,Dkc1	0.00799890330642442
BP	GO:0033044	regulation of chromosome organization	Tpr,Morc2a,Cct4,Ctc1,Zfp207,Top2a,Ccnb1,Cct5,Cct8,Tcp1,Cct7,Atf7ip,Naa10,Dkc1	0.00813432556663672
BP	GO:0050807	regulation of synapse organization	Lrrtm3,Hnrnpk,Tuba1a,Etv5,Chmp2b,Prnp,Ptprd,Ptprf,Ctnna2,Lrrn1,Apoe,Lrrc4b,Picalm,Hspa8,Pak3	0.00813432556663672
BP	GO:0030010	establishment of cell polarity	Map2,Gja1,Map1b,Rictor,Hsp90ab1,Gsn,Gpsm2,Hes5,Rufy3,Insc,Fez1	0.00813432556663672
BP	GO:0071897	DNA biosynthetic process	Gja1,Cct4,Ctc1,Cct5,Cct8,Tcp1,Hsp90ab1,Camk2d,Cct7,Tk2,Dkc1,Pak3	0.00813432556663672
BP	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	Il1rl1,Hspd1,Fcgr3,Irf1,Thoc1,Il33,Ifnb1,Clec4n,Ptpn6,Il4i1,Il4ra,Hspa8,Sash3	0.00813432556663672
BP	GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	Irgm1,Sec14l1,Pum2,Slc15a3,Tifa,Zc3hav1	0.00835564833901153
BP	GO:0050685	positive regulation of mRNA processing	Cirbp,Ccnb1,Tra2b,Tra2a,Hspa8,Rbm3	0.00835564833901153
BP	GO:0032535	regulation of cellular component size	Map2,Cntn2,Ssh2,Omg,Map1b,Rictor,Hsp90ab1,Lars,Gsn,Rufy3,Arpc4,Apoe,Mag,Ppp1r15a,Picalm,Tmod2,Pls1,Pak3,Shroom2	0.00866577167119599
BP	GO:0007409	axonogenesis	Dst,Map2,Cntn2,Unc5b,Ank3,Pip5k1c,Omg,Cnp,Map1b,Hsp90ab1,Zeb2,Dclk1,Stmn1,Rufy3,Ctnna2,Apoe,Aplp1,Mag,Picalm,Aplp2,Ncam1,Pak3	0.00919896471839831
BP	GO:0000070	mitotic sister chromatid segregation	Rrs1,Tpr,Zfp207,Ccnb1,Nipbl,Chmp2b,Akap8l,Esco1,Eml3,Smc3,Naa10,Smc1a	0.00941837794805067
BP	GO:0051235	maintenance of location	Soat1,Gja1,Ank3,Ciz1,Hspa5,Gsn,Rbck1,Pex5l,Casq2,Gstm7,Gpsm2,Camk2d,Itpr1,Ptpn6,Apoe,Msr1,Ubash3b	0.0101210577383022
BP	GO:0031111	negative regulation of microtubule polymerization or depolymerization	Map2,Map1b,Tubb4a,Stmn1,Fkbp4,Clip3	0.0101210577383022
BP	GO:0050803	regulation of synapse structure or activity	Lrrtm3,Hnrnpk,Tuba1a,Etv5,Chmp2b,Prnp,Ptprd,Ptprf,Ctnna2,Lrrn1,Apoe,Lrrc4b,Picalm,Hspa8,Pak3	0.0101282060161932
BP	GO:0051962	positive regulation of nervous system development	Lrrtm3,Aspa,Map1b,Enpp2,Sox10,Etv5,Il33,Zeb2,Ptprd,Ptprf,Rufy3,Lrrn1,Apoe,Mag,Lrrc4b,Picalm,Trf,Pak3	0.0103322221238444
BP	GO:0099175	regulation of postsynapse organization	Hnrnpk,Chmp2b,Prnp,Ptprd,Ptprf,Apoe,Lrrc4b,Hspa8,Pak3	0.0103322221238444
BP	GO:0050686	negative regulation of mRNA processing	Ptbp1,Hnrnpk,Acin1,Srsf7,Srsf10	0.0103322221238444
BP	GO:0031110	regulation of microtubule polymerization or depolymerization	Map2,Map1b,Stmn4,Slain1,Tubb4a,Stmn1,Fkbp4,Clip3	0.010736533089769
BP	GO:0010644	cell communication by electrical coupling	Gja1,Ank3,Casq2,Camk2d	0.0115473812305796
BP	GO:0007062	sister chromatid cohesion	Nipbl,Esco1,Smc3,Fbxw7,Naa10,Smc1a	0.0119131462667475
BP	GO:0050866	negative regulation of cell activation	Irf1,Tnfrsf21,Thoc1,Prnp,Syt11,Ifnb1,Fgr,Ptpn6,Apoe,Il4i1,Il4ra,Ubash3b,Cd276	0.0126401745504042
BP	GO:0015931	nucleobase-containing compound transport	Adora1,Tpr,Gja1,Zfp36l1,Senp2,Srsf3,Akap8l,Srsf7,Thoc1,Nxf1,Nup35,Gjb1	0.01309812087624
BP	GO:0051028	mRNA transport	Tpr,Zfp36l1,Senp2,Srsf3,Akap8l,Srsf7,Thoc1,Nxf1,Nup35	0.0135440161664609
BP	GO:1902004	positive regulation of amyloid-beta formation	Lrrtm3,Abca2,Apoe,Picalm	0.0137477278458047
BP	GO:0002819	regulation of adaptive immune response	Il1rl1,Hspd1,Fcgr3,Irf1,Thoc1,Il33,Ifnb1,Clec4n,Ptpn6,Il4i1,Il4ra,Hspa8,Sash3	0.0138694600761953
BP	GO:0007052	mitotic spindle organization	Tpr,Zfp207,Ccnb1,Chmp2b,Eml3,Smc3,Gpsm2,Stmn1,Smc1a	0.0140484145737926
BP	GO:0051651	maintenance of location in cell	Gja1,Ank3,Ciz1,Hspa5,Gsn,Casq2,Gstm7,Gpsm2,Camk2d,Itpr1,Ptpn6,Apoe,Ubash3b	0.0142170849264921
BP	GO:0048026	positive regulation of mRNA splicing, via spliceosome	Cirbp,Tra2b,Tra2a,Hspa8,Rbm3	0.0145709766383936
BP	GO:0051054	positive regulation of DNA metabolic process	Cacybp,Cct4,Ube2b,Ctc1,Cct5,Cct8,Tcp1,Hsp90ab1,Ciz1,Camk2d,Anxa3,Cct7,Kctd13,Fus,Dkc1,Pak3	0.0145979940178353
BP	GO:0009266	response to temperature stimulus	Adora1,Tpr,Cirbp,Hsp90ab1,Aldh18a1,Il1a,Lxn,Dnaja1,Chordc1,Cryab,Rbm3	0.0149696253673224
BP	GO:0042759	long-chain fatty acid biosynthetic process	Gstm7,Acot7,Alox5,Plp1	0.0158999684035572
BP	GO:0045685	regulation of glial cell differentiation	Cntn2,Aspa,Enpp2,Tnfrsf21,Il33,Opalin,Hes5,Mag	0.0158999684035572
BP	GO:0071709	membrane assembly	Ank3,Chmp2b,Syt11,Ugcg,Ptprd,Picalm	0.0163161919508223
BP	GO:0043523	regulation of neuron apoptotic process	Hspd1,Unc5b,Snx6,Hsp90ab1,Prnp,Bcl2l1,Fbxw7,Ptprf,Srpk2,Hsph1,Apoe,Mag,Ccnd1,Aars,Pak3	0.0163898140277275
BP	GO:0007059	chromosome segregation	Rrs1,Tpr,Ube2b,Zfp207,Top2a,Pum2,Ccnb1,Nipbl,Chmp2b,Akap8l,Esco1,Eml3,Smc3,Top1,Fbxw7,Naa10,Smc1a	0.0163898140277275
BP	GO:0018209	peptidyl-serine modification	Sgk3,Ptgs2,Irgm1,Csnk1d,Rictor,Ppm1f,Hsp90ab1,Camk1d,Pdk1,Top1,Dclk1,Camk2d,Ifnb1,Srpk2,Ppp1r15a,Spock3,Mapkapk3	0.0163898140277275
BP	GO:0051261	protein depolymerization	Map2,Mical1,Map1b,Stmn4,Gsn,Stmn1,Hspa8,Tmod2,Shroom2	0.0163898140277275
BP	GO:0001818	negative regulation of cytokine production	Il1rl1,Serpinb1a,Cd83,Laptm4b,Apod,Tnfrsf21,Hsp90ab1,Il33,Prnp,Syt11,Ifnb1,Tia1,Ptpn6,Relb,Cd276	0.0166569501882111
BP	GO:1902850	microtubule cytoskeleton organization involved in mitosis	Tpr,Zfp207,Ccnb1,Chmp2b,Eml3,Smc3,Gpsm2,Stmn1,Insc,Smc1a	0.0166569501882111
BP	GO:0098813	nuclear chromosome segregation	Rrs1,Tpr,Ube2b,Zfp207,Top2a,Ccnb1,Nipbl,Chmp2b,Akap8l,Esco1,Eml3,Smc3,Fbxw7,Naa10,Smc1a	0.0169867253368021
BP	GO:0002683	negative regulation of immune system process	Il1rl1,Adora1,Kitl,Irf1,Apod,Tnfrsf21,Thoc1,Il33,Tnfaip6,Prnp,Fbxw7,Syt11,Ifnb1,Fgr,Ptpn6,Il4i1,Il4ra,Ubash3b,Cd276,Tsc22d3	0.0169962258904379
BP	GO:1902003	regulation of amyloid-beta formation	Lrrtm3,Abca2,Prnp,Apoe,Picalm	0.0170286782121158
BP	GO:0007626	locomotory behavior	Cntn2,Trmt1l,Ncor1,Cnp,Naglu,Arrdc3,Etv5,Abca2,Glrb,Gpr37,Apoe,Gprc5b,Sez6l2,Aplp2	0.0174160987183479
BP	GO:0035234	ectopic germ cell programmed cell death	Kitl,Ube2b,Il1a,Bcl2l1	0.0174160987183479
BP	GO:0034502	protein localization to chromosome	Cct4,Nipbl,Cct5,Cct8,Tcp1,Cct7,Iffo1,Dkc1	0.0175390817347815
BP	GO:0006633	fatty acid biosynthetic process	Ptgs2,Mcat,Ptgds,Gstm7,Acot7,Tbxas1,Alox5,Fa2h,Elovl4,Plp1	0.0175390817347815
BP	GO:0050808	synapse organization	Cntn2,Lrrtm3,Ank3,Hnrnpk,Tuba1a,Etv5,Chmp2b,Prnp,Glrb,Tmeff1,Ptprd,Ptprf,Ctnna2,Lrrn1,Slc6a1,Apoe,Lrrc4b,Picalm,Sez6l2,Hspa8,Pak3	0.0180542460174387
